1983, 1, 16, 185
1983, 1, 2, 145
1983, 1, 6, 165
1983, 1, 15, 216
1983, 1, 4, 209
1983, 1, 13, 293
1983, 1, 19, 152
1983, 1, 3, 145
1983, 1, 12, 209
1983, 1, 17, 232
1983, 1, 11, 258
1983, 1, 9, 253
1983, 1, 1, 169
1983, 1, 5, 200
1983, 1, 8, 426
1983, 1, 18, 222
1983, 1, 7, 717
1983, 2, 20, 129
1983, 1, 28, 123
1983, 1, 25, 174
1983, 1, 24, 170
1983, 2, 7, 126
1983, 2, 13, 95
1983, 2, 5, 123
1983, 1, 22, 162
1983, 1, 14, 214
1983, 3, 14, 131
1983, 2, 3, 89
1983, 3, 3, 82
1983, 3, 27, 93
1983, 1, 29, 156
1983, 2, 14, 94
1983, 2, 25, 108
1983, 2, 11, 134
1983, 3, 5, 113
1983, 1, 27, 109
1983, 2, 23, 116
1983, 2, 21, 102
1983, 2, 22, 153
1983, 2, 28, 93
1983, 4, 16, 97
1983, 4, 20, 92
1983, 6, 24, 116
1983, 4, 17, 111
1983, 2, 27, 90
1983, 5, 1, 81
1983, 3, 7, 134
1983, 3, 10, 104
1983, 4, 10, 108
1983, 4, 1, 72
1983, 3, 29, 86
1983, 3, 1, 95
1983, 4, 9, 102
1983, 3, 8, 134
1983, 2, 18, 123
1983, 4, 23, 74
1983, 4, 25, 74
1983, 4, 24, 93
1983, 7, 8, 80
1983, 4, 30, 68
1983, 4, 27, 76
1983, 4, 28, 68
1983, 4, 8, 101
1983, 3, 16, 95
1983, 5, 29, 116
1983, 3, 2, 89
1983, 3, 30, 84
1983, 3, 26, 82
1983, 3, 18, 109
1983, 4, 18, 79
1983, 2, 17, 142
1983, 5, 20, 139
1983, 2, 12, 148
1983, 5, 12, 199
1983, 4, 12, 103
1983, 3, 4, 93
1983, 5, 9, 260
1983, 1, 21, 157
1983, 5, 2, 102
1983, 3, 28, 118
1983, 3, 15, 111
1983, 3, 22, 98
1983, 4, 29, 62
1983, 2, 2, 102
1983, 5, 21, 139
1983, 3, 6, 127
1983, 6, 6, 130
1983, 2, 24, 104
1983, 4, 26, 84
1983, 3, 23, 99
1983, 6, 10, 141
1983, 5, 8, 263
1983, 7, 2, 86
1983, 6, 9, 144
1983, 6, 30, 112
1983, 8, 3, 103
1983, 4, 22, 104
1983, 3, 21, 96
1983, 2, 10, 144
1983, 4, 21, 99
1983, 5, 19, 153
1983, 8, 17, 95
1983, 3, 13, 130
1983, 3, 31, 79
1983, 2, 6, 112
1983, 4, 5, 89
1983, 4, 19, 85
1983, 4, 2, 72
1983, 2, 8, 94
1983, 4, 13, 88
1983, 4, 4, 87
1983, 4, 7, 115
1983, 3, 19, 82
1983, 3, 24, 109
1983, 2, 16, 103
1983, 1, 23, 145
1983, 8, 14, 112
1983, 3, 20, 92
1983, 2, 4, 165
1983, 6, 17, 113
1983, 2, 15, 128
1983, 2, 9, 135
1983, 2, 1, 120
1983, 1, 20, 139
1983, 3, 11, 135
1983, 4, 3, 108
1983, 3, 9, 97
1983, 1, 26, 125
1983, 4, 15, 143
1983, 2, 19, 146
1983, 5, 15, 153
1983, 4, 6, 105
1983, 7, 9, 92
1983, 3, 12, 136
1983, 1, 10, 246
1983, 5, 6, 334
1983, 5, 5, 437
1983, 5, 4, 563
1983, 1, 30, 113
1983, 7, 19, 132
1983, 7, 25, 134
1983, 7, 31, 106
1983, 7, 1, 92
1983, 5, 14, 168
1983, 2, 26, 106
1983, 3, 17, 103
1983, 7, 7, 111
1983, 3, 25, 110
1983, 6, 27, 105
1983, 4, 14, 123
1983, 7, 4, 104
1983, 4, 11, 124
1983, 5, 24, 141
1983, 9, 3, 95
1983, 6, 29, 143
1983, 8, 12, 122
1983, 8, 28, 120
1983, 8, 30, 123
1983, 1, 31, 138
1983, 6, 20, 142
1983, 5, 16, 128
1983, 6, 7, 120
1983, 6, 3, 122
1983, 8, 11, 114
1983, 7, 27, 103
1983, 8, 21, 92
1983, 9, 20, 136
1983, 6, 19, 133
1983, 7, 21, 142
1983, 9, 8, 85
1983, 10, 15, 144
1983, 10, 13, 123
1983, 7, 29, 114
1983, 5, 11, 266
1983, 9, 18, 90
1983, 8, 24, 190
1983, 11, 6, 191
1983, 10, 18, 126
1983, 10, 20, 140
1983, 9, 7, 101
1983, 6, 4, 148
1983, 9, 6, 105
1983, 7, 22, 266
1983, 8, 26, 156
1983, 7, 14, 123
1983, 10, 28, 161
1983, 9, 12, 130
1983, 11, 14, 161
1983, 6, 12, 129
1983, 9, 5, 98
1983, 10, 11, 120
1983, 8, 29, 170
1983, 6, 5, 126
1983, 10, 3, 108
1983, 9, 4, 96
1983, 12, 9, 98
1983, 8, 2, 125
1983, 11, 18, 123
1983, 5, 25, 122
1983, 5, 22, 198
1983, 6, 21, 150
1983, 7, 13, 112
1983, 5, 18, 124
1983, 6, 16, 86
1983, 11, 9, 187
1983, 5, 17, 170
1983, 7, 26, 136
1983, 8, 9, 142
1983, 9, 1, 150
1983, 6, 26, 97
1983, 9, 22, 156
1983, 10, 10, 167
1983, 11, 12, 145
1983, 8, 13, 118
1983, 9, 16, 141
1983, 6, 18, 95
1983, 10, 30, 192
1983, 8, 10, 119
1983, 5, 30, 125
1983, 10, 24, 152
1983, 6, 8, 109
1983, 10, 9, 119
1983, 10, 4, 141
1983, 9, 30, 142
1983, 11, 20, 141
1983, 9, 17, 141
1983, 9, 19, 107
1983, 8, 27, 120
1983, 9, 24, 189
1983, 10, 12, 130
1983, 10, 1, 113
1983, 11, 7, 255
1983, 8, 23, 111
1983, 11, 3, 165
1983, 9, 11, 160
1983, 8, 25, 155
1983, 9, 21, 159
