1973, 1, 4, 13
1973, 1, 15, 23
1973, 1, 1, 11
1973, 1, 13, 25
1973, 1, 17, 13
1973, 1, 23, 13
1973, 1, 5, 20
1973, 2, 8, 20
1973, 1, 14, 13
1973, 1, 20, 17
1973, 2, 23, 21
1973, 2, 12, 10
1973, 2, 19, 27
1973, 2, 20, 17
1973, 1, 16, 19
1973, 1, 19, 20
1973, 1, 25, 18
1973, 3, 4, 8
1973, 3, 13, 8
1973, 1, 24, 17
1973, 1, 21, 19
1973, 1, 18, 21
1973, 2, 25, 27
1973, 3, 15, 17
1973, 3, 16, 12
1973, 1, 29, 18
1973, 1, 27, 31
1973, 3, 7, 27
1973, 1, 10, 18
1973, 1, 28, 21
1973, 3, 3, 20
1973, 3, 2, 17
1973, 3, 1, 14
1973, 2, 16, 16
1973, 2, 5, 26
1973, 2, 11, 14
1973, 2, 9, 23
1973, 1, 8, 14
1973, 3, 12, 25
1973, 1, 31, 13
1973, 2, 6, 22
1973, 2, 1, 20
1973, 3, 17, 17
1973, 2, 7, 21
1973, 1, 26, 14
1973, 1, 22, 20
1973, 2, 15, 26
1973, 2, 14, 20
1973, 2, 17, 8
1973, 2, 26, 20
1973, 2, 21, 23
1973, 2, 13, 14
1973, 2, 22, 23
1973, 2, 18, 21
1973, 3, 19, 17
1973, 1, 30, 15
1973, 2, 24, 28
1973, 2, 28, 25
1973, 3, 9, 21
1973, 3, 6, 14
1973, 2, 3, 16
1973, 2, 2, 16
1973, 3, 28, 28
1973, 2, 27, 27
1973, 3, 23, 21
1973, 3, 18, 12
1973, 2, 4, 13
1973, 3, 8, 18
1973, 3, 10, 27
1973, 3, 27, 20
1973, 3, 20, 18
1973, 3, 14, 16
1973, 3, 11, 15
1973, 3, 29, 17
1973, 3, 22, 17
1973, 2, 10, 21
1973, 3, 26, 31
1973, 3, 31, 15
1973, 4, 12, 21
1973, 3, 5, 21
1973, 4, 16, 11
1973, 4, 1, 15
1973, 4, 13, 27
1973, 1, 3, 14
1973, 4, 8, 18
1973, 1, 12, 12
1973, 4, 2, 14
1973, 4, 17, 15
1973, 4, 4, 25
1973, 3, 21, 18
1973, 3, 30, 23
1973, 5, 4, 14
1973, 4, 6, 34
1973, 4, 26, 19
1973, 1, 9, 17
1973, 5, 10, 15
1973, 1, 11, 12
1973, 4, 7, 27
1973, 3, 25, 23
1973, 4, 10, 16
1973, 5, 16, 11
1973, 4, 15, 13
1973, 5, 9, 7
1973, 4, 14, 17
1973, 5, 14, 14
1973, 1, 7, 12
1973, 3, 24, 19
1973, 4, 23, 25
1973, 4, 25, 38
1973, 5, 3, 23
1973, 6, 2, 9
1973, 5, 28, 11
1973, 5, 17, 8
1973, 4, 5, 25
1973, 6, 26, 23
1973, 6, 5, 23
1973, 6, 10, 17
1973, 6, 12, 20
1973, 4, 3, 17
1973, 6, 21, 55
1973, 6, 14, 16
1973, 6, 22, 29
1973, 6, 20, 23
1973, 4, 11, 21
1973, 4, 27, 22
1973, 4, 19, 22
1973, 6, 7, 23
1973, 6, 8, 25
1973, 6, 30, 16
1973, 6, 18, 26
1973, 4, 21, 14
1973, 7, 5, 27
1973, 4, 22, 32
1973, 4, 28, 20
1973, 6, 29, 19
1973, 5, 6, 17
1973, 6, 28, 26
1973, 5, 18, 14
1973, 5, 8, 29
1973, 5, 13, 17
1973, 4, 30, 20
1973, 6, 13, 9
1973, 5, 2, 17
1973, 4, 29, 23
1973, 5, 23, 14
1973, 5, 5, 18
1973, 5, 1, 22
1973, 5, 19, 12
1973, 5, 11, 13
1973, 4, 24, 16
1973, 5, 20, 15
1973, 5, 22, 15
1973, 5, 29, 16
1973, 6, 27, 20
1973, 5, 12, 24
1973, 5, 21, 16
1973, 5, 7, 13
1973, 7, 4, 23
1973, 5, 26, 16
1973, 5, 15, 17
1973, 5, 27, 16
1973, 6, 11, 14
1973, 5, 31, 16
1973, 5, 24, 18
1973, 6, 1, 14
1973, 5, 30, 16
1973, 6, 3, 11
1973, 6, 19, 29
1973, 6, 17, 46
1973, 6, 4, 19
1973, 1, 6, 22
1973, 7, 6, 25
1973, 6, 25, 30
1973, 7, 10, 19
1973, 6, 16, 28
1973, 6, 6, 29
1973, 7, 1, 17
1973, 6, 15, 20
1973, 1, 2, 15
1973, 7, 16, 21
1973, 9, 18, 13
1973, 6, 23, 26
1973, 8, 4, 11
1973, 7, 31, 23
1973, 9, 11, 14
1973, 9, 23, 20
1973, 8, 11, 14
1973, 7, 29, 17
1973, 7, 13, 18
1973, 7, 21, 21
1973, 8, 18, 15
1973, 7, 11, 19
1973, 7, 8, 45
1973, 8, 5, 16
1973, 7, 22, 25
1973, 8, 9, 14
1973, 9, 4, 11
1973, 9, 7, 19
1973, 6, 24, 29
1973, 9, 3, 12
1973, 7, 26, 22
1973, 7, 3, 38
1973, 7, 27, 27
1973, 7, 24, 29
1973, 7, 2, 24
1973, 7, 28, 22
1973, 8, 2, 23
1973, 7, 17, 11
1973, 10, 9, 27
1973, 9, 16, 22
1973, 8, 24, 14
1973, 8, 1, 22
1973, 7, 30, 16
1973, 8, 14, 11
1973, 7, 25, 14
1973, 9, 22, 26
1973, 7, 15, 19
1973, 9, 10, 20
1973, 5, 25, 23
1973, 9, 17, 20
1973, 7, 14, 23
1973, 9, 8, 24
1973, 7, 23, 19
1973, 9, 19, 15
1973, 9, 25, 28
1973, 9, 28, 21
1973, 7, 12, 18
1973, 10, 16, 18
1973, 7, 9, 28
1973, 7, 19, 15
1973, 9, 26, 17
1973, 8, 7, 20
1973, 7, 18, 17
1973, 8, 20, 17
1973, 9, 14, 19
1973, 9, 12, 16
1973, 9, 29, 20
1973, 10, 6, 21
1973, 9, 9, 21
1973, 8, 12, 12
1973, 11, 17, 16
1973, 8, 30, 41
1973, 10, 11, 17
1973, 9, 20, 11
1973, 8, 8, 18
1973, 8, 25, 31
1973, 10, 27, 28
1973, 10, 21, 16
1973, 8, 23, 19
1973, 11, 25, 20
1973, 11, 8, 21
1973, 10, 23, 23
1973, 10, 1, 20
1973, 9, 13, 15
1973, 10, 22, 10
1973, 10, 8, 18
1973, 9, 15, 24
1973, 8, 10, 18
1973, 11, 10, 17
1973, 10, 4, 9
1973, 8, 15, 12
1973, 8, 13, 3
1973, 10, 29, 16
1973, 11, 2, 18
1973, 10, 25, 18
1973, 10, 20, 15
1973, 9, 30, 28
1973, 10, 12, 19
1973, 11, 23, 15
1973, 8, 16, 19
1973, 11, 27, 19
1973, 11, 14, 12
1973, 8, 26, 22
1973, 8, 6, 21
1973, 8, 28, 17
1973, 9, 2, 23
1973, 10, 26, 18
1973, 11, 28, 27
1973, 8, 29, 11
1973, 10, 30, 15
1973, 11, 5, 16
1973, 11, 21, 23
1973, 11, 22, 17
1973, 11, 3, 23
1973, 10, 18, 11
1973, 11, 9, 20
1973, 11, 26, 26
1973, 10, 24, 15
1973, 11, 24, 21
1973, 8, 17, 15
1973, 11, 1, 14
1973, 12, 2, 19
1973, 11, 18, 7
1973, 11, 15, 13
1973, 10, 31, 13
1973, 11, 13, 12
1973, 12, 4, 14
1973, 8, 22, 22
1973, 12, 11, 17
1973, 11, 19, 23
1973, 10, 28, 26
1973, 12, 21, 22
1973, 9, 21, 19
1973, 12, 27, 11
1973, 12, 20, 16
1973, 12, 19, 9
1973, 12, 5, 22
1973, 12, 24, 26
1973, 10, 7, 31
1973, 12, 29, 33
1973, 12, 31, 20
1973, 12, 10, 16
1973, 12, 6, 21
1973, 11, 20, 20
1973, 10, 13, 17
1973, 12, 8, 16
1973, 12, 1, 21
1973, 11, 7, 14
