1986, 1, 1, 144
1986, 1, 4, 148
1986, 1, 12, 128
1986, 1, 6, 126
1986, 1, 22, 132
1986, 1, 8, 134
1986, 1, 16, 156
1986, 1, 3, 135
1986, 1, 2, 121
1986, 1, 19, 140
1986, 1, 18, 153
1986, 1, 10, 126
1986, 1, 17, 167
1986, 1, 25, 126
1986, 1, 24, 127
1986, 1, 11, 156
1986, 1, 15, 137
1986, 1, 14, 167
1986, 2, 3, 167
1986, 2, 4, 155
1986, 1, 23, 144
1986, 1, 20, 138
1986, 2, 6, 189
1986, 2, 1, 198
1986, 3, 2, 123
1986, 2, 16, 75
1986, 2, 14, 143
1986, 2, 18, 91
1986, 1, 27, 384
1986, 2, 10, 178
1986, 3, 11, 119
1986, 2, 7, 183
1986, 1, 9, 150
1986, 1, 29, 182
1986, 1, 31, 162
1986, 2, 2, 147
1986, 1, 28, 255
1986, 2, 13, 139
1986, 3, 22, 185
1986, 2, 24, 134
1986, 2, 27, 105
1986, 3, 23, 145
1986, 2, 17, 131
1986, 2, 22, 111
1986, 1, 30, 181
1986, 3, 7, 113
1986, 3, 4, 140
1986, 3, 25, 148
1986, 3, 10, 121
1986, 4, 11, 131
1986, 4, 9, 150
1986, 4, 12, 122
1986, 3, 18, 120
1986, 2, 19, 87
1986, 3, 26, 103
1986, 5, 17, 124
1986, 4, 17, 166
1986, 5, 9, 184
1986, 3, 28, 145
1986, 4, 19, 119
1986, 4, 18, 128
1986, 2, 21, 108
1986, 5, 1, 136
1986, 4, 4, 173
1986, 4, 1, 305
1986, 4, 14, 137
1986, 5, 7, 220
1986, 4, 22, 128
1986, 5, 11, 134
1986, 4, 13, 127
1986, 4, 24, 135
1986, 5, 6, 140
1986, 2, 20, 94
1986, 4, 16, 160
1986, 4, 5, 194
1986, 5, 10, 139
1986, 5, 22, 124
1986, 2, 11, 177
1986, 5, 8, 300
1986, 5, 12, 174
1986, 5, 15, 128
1986, 5, 2, 166
1986, 5, 16, 113
1986, 2, 15, 75
1986, 3, 29, 143
1986, 2, 25, 95
1986, 1, 7, 138
1986, 6, 15, 111
1986, 5, 4, 141
1986, 5, 29, 128
1986, 2, 9, 156
1986, 6, 19, 139
1986, 6, 18, 110
1986, 5, 30, 134
1986, 6, 12, 134
1986, 7, 4, 94
1986, 6, 8, 113
1986, 5, 13, 150
1986, 6, 20, 112
1986, 10, 6, 160
1986, 7, 29, 323
1986, 6, 16, 124
1986, 8, 2, 269
1986, 7, 30, 363
1986, 7, 26, 550
1986, 7, 23, 430
1986, 10, 9, 155
1986, 7, 28, 425
1986, 7, 31, 565
1986, 8, 9, 243
1986, 3, 9, 154
1986, 7, 11, 282
1986, 3, 20, 125
1986, 7, 15, 196
1986, 7, 3, 83
1986, 9, 26, 154
1986, 8, 15, 199
1986, 6, 23, 90
1986, 7, 25, 616
1986, 7, 16, 231
1986, 10, 7, 157
1986, 3, 16, 110
1986, 7, 5, 84
1986, 3, 14, 140
1986, 7, 14, 272
1986, 3, 1, 101
1986, 8, 11, 238
1986, 8, 1, 482
1986, 3, 24, 150
1986, 7, 7, 114
1986, 10, 17, 181
1986, 9, 13, 185
1986, 8, 16, 175
1986, 10, 2, 142
1986, 6, 27, 100
1986, 3, 6, 120
1986, 3, 30, 127
1986, 3, 13, 109
1986, 10, 3, 119
1986, 8, 30, 180
1986, 3, 17, 100
1986, 10, 12, 166
1986, 3, 8, 125
1986, 1, 5, 150
1986, 3, 19, 127
1986, 3, 21, 120
1986, 3, 15, 118
1986, 3, 12, 97
1986, 9, 4, 200
1986, 10, 4, 122
1986, 8, 23, 197
1986, 4, 6, 165
1986, 8, 5, 321
1986, 2, 26, 109
1986, 9, 29, 143
1986, 10, 24, 177
1986, 7, 17, 223
1986, 4, 2, 197
1986, 4, 23, 116
1986, 4, 20, 150
1986, 4, 7, 164
